"Basal Exp (GFP, au)","4-OHT Induced Exp (GFP, au)","GZV Induced Exp (GFP, au)","Dual Induced Exp (GFP, au)",No. of Barcodes (basal),No. of Barcodes (4-OHT),No. of Barcodes (GZV),No. of Barcodes (Dual),No. of Binding sites,Binding site pattern,Core prom,Term spacing reporter,Prom. SynTF A,AD SynTF A,IDR SynTF A,ZF Affinity SynTF A,Term spacing SynTF A,Prom. SynTF B,AD SynTF B,IDR SynTF B,ZF Affinity SynTF B,Term spacing SynTF B,Orientation 
1092.1,2867.3,23177,23229,5,10,6,4,3,3,2,1,4,2,1,3,1,2,2,2,4,1,3
959.53,4260.6,16344,23499,1,1,1,1,3,4,2,1,4,2,1,3,1,2,2,2,4,1,3
1301.9,4636.4,1052.3,2193.1,3,3,3,3,1,1,1,1,2,2,2,3,1,2,3,1,3,3,3
0,1.85E+05,0,1.98E+05,0,1,0,1,3,1,1,1,2,2,2,3,1,2,3,1,3,3,3
0,330.41,23499,0,0,1,2,0,1,2,1,1,2,2,2,3,1,2,3,1,3,3,3
14461,39829,160.01,66437,7,7,8,7,2,2,1,1,2,2,2,3,1,2,3,1,3,3,3
8363.3,67190,2957.2,1.04E+05,3,2,3,2,2,4,1,1,2,2,2,3,1,2,3,1,3,3,3
332.98,823.98,749.92,692.27,4,4,4,4,1,1,2,1,2,2,2,3,1,2,3,1,3,3,3
604.58,810.43,332.69,3644.8,8,8,8,7,2,1,2,1,2,2,2,3,1,2,3,1,3,3,3
2786.5,1.85E+05,0,1.98E+05,2,1,0,1,3,1,2,1,2,2,2,3,1,2,3,1,3,3,3
25390,63550,1.33E+05,1.98E+05,1,1,1,1,3,1,1,1,2,2,2,3,1,2,2,2,4,1,3
5429.4,9037.7,28336,1.98E+05,3,3,3,2,2,1,1,1,4,2,1,4,1,2,2,2,4,1,3
0,0,1.80E+05,0,0,0,2,0,3,1,1,1,4,2,1,4,1,2,2,2,4,1,3
23499,10259,8771.3,31741,3,6,4,3,1,2,1,1,4,2,1,4,1,2,2,2,4,1,3
0,8092,5744.7,0,0,1,1,0,1,4,1,1,4,2,1,4,1,2,2,2,4,1,3
23529,55730,1.15E+05,6445.7,8,8,7,6,2,4,1,1,4,2,1,4,1,2,2,2,4,1,3
996.61,3761.9,3943.4,2879.7,4,1,5,1,1,1,2,1,4,2,1,4,1,2,2,2,4,1,3
959.53,4767.4,23499,0,1,1,1,0,3,1,2,1,4,2,1,4,1,2,2,2,4,1,3
1591.5,0,4319.1,2783.1,4,0,5,4,3,2,2,1,4,2,1,4,1,2,2,2,4,1,3
1205.4,3761.9,4163.3,2879.7,1,1,1,1,1,3,2,1,4,2,1,4,1,2,2,2,4,1,3
417.17,717.5,771.51,1.98E+05,6,6,6,7,3,1,1,1,1,5,1,4,1,2,2,2,4,1,3
4254.3,80435,1.01E+05,1.81E+05,1,1,1,1,2,2,1,1,1,5,1,4,1,2,2,2,4,1,3
0,0,1.88E+05,113.78,0,0,3,3,2,3,1,1,1,5,1,4,1,2,2,2,4,1,3
2786.5,0,56663,68243,1,0,1,1,1,4,1,1,1,5,1,4,1,2,2,2,4,1,3
4254.3,80435,1.01E+05,1.81E+05,1,1,1,1,2,4,1,1,1,5,1,4,1,2,2,2,4,1,3
989.81,2720.1,19543,1644.7,17,15,16,10,2,1,2,1,1,5,1,4,1,2,2,2,4,1,3
0,2786.5,9677.1,23499,0,1,1,1,3,1,2,1,1,5,1,4,1,2,2,2,4,1,3
377.49,2514.9,22676,979.92,18,11,22,18,3,3,2,1,1,5,1,4,1,2,2,2,4,1,3
959.53,0,0,0,1,0,0,0,2,1,3,1,1,5,1,4,1,2,2,2,4,1,3
992.22,3818.6,23499,0,1,1,1,0,2,3,3,1,1,5,1,4,1,2,2,2,4,1,3
5137.8,1.91E+05,303.65,1.83E+05,15,8,16,11,3,1,1,1,2,5,1,4,1,2,2,2,4,1,3
339.2,354.39,431.44,485.57,2,2,2,2,1,2,1,1,2,5,1,4,1,2,2,2,4,1,3
0,1.98E+05,1683.4,1.98E+05,0,1,3,1,2,3,1,1,2,5,1,4,1,2,2,2,4,1,3
4204.9,0,0,0,2,0,0,0,1,4,1,1,2,5,1,4,1,2,2,2,4,1,3
979.98,1030,20880,3770.1,13,13,16,14,2,1,2,1,2,5,1,4,1,2,2,2,4,1,3
347.18,0,2620.5,0,3,0,3,0,1,2,2,1,2,5,1,4,1,2,2,2,4,1,3
987.06,21748,58378,23442,9,5,9,8,3,3,2,1,2,5,1,4,1,2,2,2,4,1,3
1065.7,1307.6,1273.7,978.97,1,1,1,1,1,1,1,1,1,1,2,4,1,2,3,1,3,3,3
2786.5,0,1654.8,0,1,0,1,0,2,4,1,1,4,1,2,4,1,2,2,2,4,1,3
330.41,635.99,330.41,1804,1,1,1,1,3,3,2,1,4,1,2,4,1,2,2,2,4,1,3
0,959.53,959.53,0,0,1,1,0,3,3,2,1,4,3,2,4,1,2,2,2,4,1,3
2820,42509,2601.5,23303,1,1,1,1,1,1,1,1,1,4,2,4,1,2,3,1,3,3,3
8092,330.41,8092,0,1,1,1,0,1,1,2,1,1,4,2,4,1,2,3,1,3,3,3
914.14,21053,75942,1.96E+05,2,4,4,8,2,1,3,1,2,1,1,1,1,3,2,2,4,1,3
0,0,8092,0,0,0,2,0,3,1,3,1,2,1,1,1,1,3,2,2,4,1,3
0,0,113.78,68243,0,0,1,1,1,2,3,1,2,1,1,1,1,3,2,2,4,1,3
68243,16873,83416,23499,2,1,4,1,2,3,3,1,2,1,1,1,1,3,2,2,4,1,3
3629,1.40E+05,67459,1.33E+05,9,9,8,9,3,4,3,1,2,1,1,1,1,3,2,2,4,1,3
0,0,0,1.98E+05,0,0,0,1,2,1,3,1,2,1,1,2,1,3,2,2,4,1,3
0,16873,0,23499,0,1,0,1,2,3,3,1,2,1,1,2,1,3,2,2,4,1,3
3702.2,942.12,1.02E+05,1.50E+05,7,12,9,7,2,1,3,1,3,2,1,2,1,3,2,2,4,1,3
6699,8092,0,0,2,2,0,0,3,1,3,1,3,2,1,2,1,3,2,2,4,1,3
959.53,0,0,0,3,0,0,0,1,2,3,1,3,2,1,2,1,3,2,2,4,1,3
586.07,1.22E+05,447.64,1.45E+05,10,6,10,9,2,3,3,1,3,2,1,2,1,3,2,2,4,1,3
9283.8,1.56E+05,1.48E+05,1.64E+05,12,7,6,7,3,4,3,1,3,2,1,2,1,3,2,2,4,1,3
3223.3,16577,36899,68243,9,9,9,9,2,1,3,1,1,3,1,2,1,3,2,2,4,1,3
959.53,0,330.41,0,1,0,3,0,3,1,3,1,1,3,1,2,1,3,2,2,4,1,3
0,8092,7291.4,0,0,1,1,0,1,2,3,1,1,3,1,2,1,3,2,2,4,1,3
1102.1,6213.1,23499,1.98E+05,1,1,1,4,2,3,3,1,1,3,1,2,1,3,2,2,4,1,3
0,8092,7291.4,0,0,1,1,0,1,4,3,1,1,3,1,2,1,3,2,2,4,1,3
2786.5,23499,15028,113.78,3,3,4,1,3,4,3,1,1,3,1,2,1,3,2,2,4,1,3
13407,1.38E+05,8570.3,21379,6,13,7,7,2,1,3,1,3,2,2,2,1,3,2,2,4,1,3
330.41,420.56,3383.8,0,7,7,5,0,3,1,3,1,3,2,2,2,1,3,2,2,4,1,3
525.37,959.53,0,959.53,1,1,0,1,2,3,3,1,3,2,2,2,1,3,2,2,4,1,3
0,0,1.24E+05,0,0,0,1,0,3,3,3,1,3,2,2,2,1,3,2,2,4,1,3
1911.7,0,959.53,0,1,0,1,0,3,4,3,1,3,2,2,2,1,3,2,2,4,1,3
2768.1,0,3205.7,8092,1,0,1,1,3,2,2,1,4,3,2,2,1,3,2,2,4,1,3
2952.6,8595.6,72203,76267,21,17,26,23,2,1,3,1,2,2,1,3,1,3,2,2,4,1,3
2672.3,8075.9,93187,90539,8,17,19,21,3,1,3,1,2,2,1,3,1,3,2,2,4,1,3
11158,11167,6648.1,9875.2,2,2,1,2,1,2,3,1,2,2,1,3,1,3,2,2,4,1,3
2387.7,8373.3,27716,73793,12,6,9,9,2,3,3,1,2,2,1,3,1,3,2,2,4,1,3
2802.1,77923,70881,1.71E+05,7,12,13,7,3,4,3,1,2,2,1,3,1,3,2,2,4,1,3
566.19,6955,594.43,5566.7,1,1,1,2,2,4,4,1,1,2,2,4,1,3,2,2,4,1,3
1911.7,0,959.53,0,1,0,1,0,3,4,3,1,3,2,2,4,1,3,2,2,4,1,3
330.41,959.53,8092,23499,1,1,1,1,3,4,2,1,1,3,2,1,1,5,2,2,4,1,3
2786.5,0,1093.2,0,5,0,5,0,1,1,2,1,2,3,2,1,1,5,2,2,4,1,3
23499,0,0,0,1,0,0,0,3,3,2,1,2,3,2,1,1,5,2,2,4,1,3
23499,959.53,8092,846.14,1,1,2,4,3,4,2,1,2,3,2,1,1,5,2,2,4,1,3
23499,0,0,0,1,0,0,0,3,4,3,1,2,3,2,1,1,5,2,2,4,1,3
23499,8092,0,23499,1,1,0,1,3,4,2,1,2,4,2,1,1,5,2,2,4,1,3
2786.5,0,0,694.24,1,0,0,1,1,1,2,1,3,2,1,2,1,5,2,2,4,1,3
959.53,1145.8,0,8092,1,1,0,1,3,4,2,1,3,2,1,2,1,5,2,2,4,1,3
418.61,458.05,416.6,432.9,2,2,2,2,1,1,2,1,2,3,1,2,1,5,2,2,4,1,3
418.61,458.05,416.6,432.9,1,1,1,1,1,3,2,1,2,3,1,2,1,5,2,2,4,1,3
9878,959.53,23024,8372.5,7,2,7,2,3,4,2,1,2,3,1,2,1,5,2,2,4,1,3
0,0,62578,1.98E+05,0,0,4,1,3,1,1,1,1,3,2,2,1,5,2,2,4,1,3
2879.3,2955.6,4126.7,5616.4,12,11,11,14,1,2,1,1,1,3,2,2,1,5,2,2,4,1,3
4738.8,3065.1,4642.3,6011.4,2,1,1,1,1,4,1,1,1,3,2,2,1,5,2,2,4,1,3
2666.7,749.43,927.5,19100,13,9,10,23,1,1,2,1,1,3,2,2,1,5,2,2,4,1,3
795.78,930.95,1899.8,2633.8,7,7,7,8,3,2,2,1,1,3,2,2,1,5,2,2,4,1,3
0,959.53,959.53,871.61,0,1,1,1,1,3,2,1,1,3,2,2,1,5,2,2,4,1,3
856.17,328.76,423.27,3540.9,12,18,2,14,3,4,2,1,1,3,2,2,1,5,2,2,4,1,3
0,959.53,959.53,871.61,0,1,1,1,1,1,3,1,1,3,2,2,1,5,2,2,4,1,3
0,2786.5,0,0,0,1,0,0,3,4,3,1,1,3,2,2,1,5,2,2,4,1,3
2786.5,0,1093.2,0,1,0,1,0,1,1,2,1,2,3,2,2,1,5,2,2,4,1,3
6150.5,3012,1402.7,1298.6,2,5,5,5,1,2,1,1,2,4,2,2,1,5,2,2,4,1,3
330.41,339.39,959.53,1857,3,3,6,5,1,1,2,1,2,4,2,2,1,5,2,2,4,1,3
14356,2513,20284,23226,10,5,9,6,3,4,2,1,2,4,2,2,1,5,2,2,4,1,3
8221.6,68243,6631.9,1.98E+05,2,2,2,2,3,1,1,1,1,4,1,3,1,5,2,2,4,1,3
6027.3,15575,6099.7,52172,5,8,8,7,1,2,1,1,1,4,1,3,1,5,2,2,4,1,3
0,3925.1,0,0,0,1,0,0,1,3,1,1,1,4,1,3,1,5,2,2,4,1,3
0,3925.1,0,2786.5,0,1,0,1,1,4,1,1,1,4,1,3,1,5,2,2,4,1,3
3664.8,56881,32970,1.88E+05,3,3,3,3,2,4,1,1,1,4,1,3,1,5,2,2,4,1,3
2182.8,2728.5,949.67,2551.7,8,14,11,14,1,1,2,1,1,4,1,3,1,5,2,2,4,1,3
344.8,393.65,404.7,576.95,2,2,2,2,3,2,2,1,1,4,1,3,1,5,2,2,4,1,3
974.46,4239,8206,23499,2,2,2,2,2,4,2,1,1,4,1,3,1,5,2,2,4,1,3
968.47,13936,30840,23348,18,23,22,19,3,4,2,1,1,4,1,3,1,5,2,2,4,1,3
0,2786.5,0,959.53,0,1,0,1,1,1,3,1,1,4,1,3,1,5,2,2,4,1,3
0,11452,19854,23279,0,1,1,1,3,4,3,1,1,4,1,3,1,5,2,2,4,1,3
0,32885,9011.2,33251,0,1,1,1,1,1,1,1,3,2,1,4,1,5,2,2,4,1,3
1977.7,29410,8702.1,28518,1,25,29,26,1,2,1,1,3,2,1,4,1,5,2,2,4,1,3
0,15049,9011.2,33251,0,3,2,2,1,4,1,1,3,2,1,4,1,5,2,2,4,1,3
398.25,810.57,655.17,2264.6,17,11,16,17,1,1,2,1,3,2,1,4,1,5,2,2,4,1,3
1267.8,29465,8092,10909,12,12,12,12,3,2,2,1,3,2,1,4,1,5,2,2,4,1,3
0,6886.1,0,0,0,1,0,0,2,3,2,1,3,2,1,4,1,5,2,2,4,1,3
328.69,20901,564.49,14151,18,37,41,26,3,4,2,1,3,2,1,4,1,5,2,2,4,1,3
1267.8,29465,8092,10909,1,1,1,1,3,2,3,1,3,2,1,4,1,5,2,2,4,1,3
0,68243,2783.9,0,0,1,2,0,3,4,3,1,3,2,1,4,1,5,2,2,4,1,3
6580.1,0,0,0,1,0,0,0,3,1,1,1,2,3,1,4,1,5,2,2,4,1,3
418.61,458.05,416.6,432.9,1,1,1,1,1,1,2,1,2,3,1,4,1,5,2,2,4,1,3
3218.1,959.53,22311,6014.2,8,5,10,7,3,4,2,1,2,3,1,4,1,5,2,2,4,1,3
0,37053,959.53,68243,0,1,1,1,3,3,1,1,3,1,1,1,1,6,2,2,4,1,3
0,0,38141,0,0,0,1,0,1,2,2,1,3,2,2,1,1,6,2,2,4,1,3
19693,68243,78054,17078,1,1,1,1,2,1,1,1,2,3,2,1,1,6,2,2,4,1,3
8092,8092,23499,338.73,1,1,1,1,1,1,2,1,2,3,2,1,1,6,2,2,4,1,3
2786.5,36526,44792,1.98E+05,1,1,1,1,3,2,1,1,2,2,1,3,1,6,2,2,4,1,3
6600.6,18468,50611,1.09E+05,1,1,1,1,3,3,1,1,2,2,1,3,1,6,2,2,4,1,3
959.53,6852.8,6551.6,77863,1,1,1,1,2,4,1,1,2,2,1,3,1,6,2,2,4,1,3
3449.9,23499,16315,13750,1,1,1,1,3,3,2,1,2,2,1,3,1,6,2,2,4,1,3
0,23499,8092,23499,0,3,3,3,3,2,1,1,1,2,2,4,1,6,2,2,4,1,3
0,23499,8092,23499,0,1,1,1,3,4,1,1,1,2,2,4,1,6,2,2,4,1,3
0,0,0,1.98E+05,0,0,0,11,1,1,2,1,1,2,2,4,1,6,2,2,4,1,3
959.53,566.57,8092,8092,2,2,2,2,3,3,2,1,1,2,2,4,1,6,2,2,4,1,3
2724,14761,2400.4,2786.5,16,9,8,5,1,1,1,1,3,1,1,1,1,1,4,1,3,3,3
959.53,23499,330.41,2838.9,1,1,1,1,2,1,1,1,3,1,1,1,1,1,4,1,3,3,3
1313.9,0,0,0,1,0,0,0,3,1,1,1,3,1,1,1,1,1,4,1,3,3,3
1000.7,648.22,553.76,1181.9,17,17,17,17,1,2,1,1,3,1,1,1,1,1,4,1,3,3,3
6598.5,1739.9,9460.1,1691.1,4,3,3,3,2,2,1,1,3,1,1,1,1,1,4,1,3,3,3
1143.3,1564,1115,2448,39,31,32,36,3,2,1,1,3,1,1,1,1,1,4,1,3,3,3
1380.9,1596.8,5304.8,1734.3,3,3,3,3,2,3,1,1,3,1,1,1,1,1,4,1,3,3,3
10281,1725,1268,2088.7,2,2,2,1,1,4,1,1,3,1,1,1,1,1,4,1,3,3,3
350.45,536.19,581.67,499.7,1,1,1,1,2,4,1,1,3,1,1,1,1,1,4,1,3,3,3
1571.2,1869.8,935.34,1482.2,6,4,5,6,3,4,1,1,3,1,1,1,1,1,4,1,3,3,3
837.45,768.4,832.61,912.11,17,8,17,13,1,1,2,1,3,1,1,1,1,1,4,1,3,3,3
959.53,12310,350.63,2627.6,12,17,17,20,2,1,2,1,3,1,1,1,1,1,4,1,3,3,3
352.91,66686,802.36,923.91,20,31,34,28,3,1,2,1,3,1,1,1,1,1,4,1,3,3,3
959.53,792.71,0,5798.2,1,4,0,14,1,1,1,1,2,1,1,1,1,1,3,2,4,1,3
0,0,0,23499,0,0,0,2,2,2,1,1,2,1,1,1,1,1,3,2,4,1,3
1794,28469,2740,32436,4,4,4,4,3,2,1,1,2,1,1,1,1,1,3,2,4,1,3
703.31,0,959.53,2786.5,1,0,1,1,1,1,3,1,3,1,1,1,1,1,4,1,3,3,3
959.53,23499,330.41,2838.9,1,1,1,1,2,1,3,1,3,1,1,1,1,1,4,1,3,3,3
0,0,69141,23499,0,0,1,2,3,1,3,1,3,1,1,1,1,1,4,1,3,3,3
1794,28469,2740,32436,1,1,1,1,3,4,1,1,2,1,1,1,1,1,3,2,4,1,3
2190.2,7183.1,1.52E+05,63779,8,6,7,7,1,1,2,1,2,1,1,1,1,1,3,2,4,1,3
0,8092,23499,23499,0,3,3,3,2,1,2,1,2,1,1,1,1,1,3,2,4,1,3
0,8092,2786.5,345.35,0,3,3,3,3,1,2,1,2,1,1,1,1,1,3,2,4,1,3
53976,59251,39634,1.14E+05,1,1,2,1,2,3,1,1,1,4,1,1,1,1,3,2,4,1,3
2011.7,506.7,150.67,75849,7,7,7,13,2,4,1,1,1,4,1,1,1,1,3,2,4,1,3
2582.2,2980.8,6913.1,6969.9,1,1,1,1,3,3,2,1,1,4,1,1,1,1,3,2,4,1,3
195.62,113.78,113.78,952.25,1,1,1,1,3,1,2,1,2,4,1,1,1,1,3,2,4,1,3
1151.5,1754.4,1605.7,1681.4,1,1,1,1,3,2,1,1,1,1,2,1,1,1,4,1,3,3,3
2786.5,0,0,0,1,0,0,0,2,1,2,1,1,1,2,1,1,1,4,1,3,3,3
1783.5,2699.4,4017.5,13795,4,4,4,4,2,2,1,1,3,1,2,1,1,1,3,2,4,1,3
1847.4,2877.9,63573,24268,9,9,9,9,2,3,1,1,3,1,2,1,1,1,3,2,4,1,3
480.59,1262.2,636.57,969.43,4,4,4,4,2,4,1,1,3,1,2,1,1,1,3,2,4,1,3
417.61,1946.3,598.78,951.59,2,2,2,2,3,1,2,1,3,1,2,1,1,1,3,2,4,1,3
728.03,868.92,959.53,8092,3,1,1,2,3,3,2,1,3,1,2,1,1,1,3,2,4,1,3
1.82E+05,0,1.98E+05,0,1,0,1,0,2,4,2,1,3,1,2,1,1,1,3,2,4,1,3
999.78,0,0,8092,1,0,0,1,3,3,3,1,3,1,2,1,1,1,3,2,4,1,3
999.78,0,0,8092,1,0,0,1,3,3,4,1,3,1,2,1,1,1,3,2,4,1,3
2938.6,15609,2949.9,18311,11,11,11,11,1,1,1,1,1,2,2,1,1,1,3,2,4,1,3
2698.4,15263,2732.8,11472,7,7,7,8,1,2,1,1,1,2,2,1,1,1,3,2,4,1,3
0,67314,68243,68243,0,4,4,4,3,2,1,1,1,2,2,1,1,1,3,2,4,1,3
1657,67049,2816.5,10772,8,4,11,10,2,3,1,1,1,2,2,1,1,1,3,2,4,1,3
2082.2,7385,2492.8,10289,3,3,3,3,1,4,1,1,1,2,2,1,1,1,3,2,4,1,3
0,23499,0,68243,0,1,0,1,3,4,1,1,1,2,2,1,1,1,3,2,4,1,3
8092,0,8092,1052.2,1,0,6,7,1,1,2,1,1,2,2,1,1,1,3,2,4,1,3
1221.2,2761.2,2813.6,7885.2,12,8,3,3,3,1,2,1,1,2,2,1,1,1,3,2,4,1,3
565.98,11340,2283.1,6705.3,1,1,1,1,3,3,2,1,1,2,2,1,1,1,3,2,4,1,3
1070.3,4164.8,2133.6,32864,5,1,7,4,1,1,1,1,2,2,2,1,1,1,3,2,4,1,3
2982.8,8092,0,68243,8,8,0,8,3,2,1,1,2,2,2,1,1,1,3,2,4,1,3
4952.5,98698,11413,79011,3,3,3,4,2,3,1,1,2,2,2,1,1,1,3,2,4,1,3
8092,68243,113.78,1.62E+05,2,2,2,7,2,4,1,1,2,2,2,1,1,1,3,2,4,1,3
2982.8,8092,0,68243,1,1,0,1,3,4,1,1,2,2,2,1,1,1,3,2,4,1,3
113.78,0,23499,141.17,8,0,8,8,1,1,2,1,2,2,2,1,1,1,3,2,4,1,3
717.36,2786.5,1790.7,532.62,2,2,2,2,2,1,2,1,2,2,2,1,1,1,3,2,4,1,3
0,1727,4503.1,1116.6,0,13,10,10,3,1,2,1,2,2,2,1,1,1,3,2,4,1,3
343.58,0,2076.3,718.91,1,0,3,2,2,3,2,1,2,2,2,1,1,1,3,2,4,1,3
2786.5,0,1720.8,1008.8,13,0,13,15,3,3,2,1,2,2,2,1,1,1,3,2,4,1,3
959.53,0,68243,0,1,0,3,0,2,3,1,1,3,3,2,1,1,1,3,2,4,1,3
476.12,959.53,1628.1,5503.5,3,2,5,3,3,3,2,1,3,3,2,1,1,1,3,2,4,1,3
14750,37436,68243,68243,1,1,1,1,3,1,2,1,4,3,2,1,1,1,3,2,4,1,3
13597,75262,7803.7,45101,2,2,2,2,2,3,1,1,1,4,2,1,1,1,4,1,3,3,3
0,23499,0,0,0,1,0,0,1,1,2,1,1,4,2,1,1,1,4,1,3,3,3
1319.5,959.53,443.83,548.01,5,5,5,5,1,2,1,1,2,4,2,1,1,1,3,2,4,1,3
0,1.98E+05,1.20E+05,0,0,4,4,0,2,2,1,1,2,4,2,1,1,1,3,2,4,1,3
959.53,53322,0,9443.4,1,5,0,3,3,2,1,1,2,4,2,1,1,1,3,2,4,1,3
0,1.98E+05,80014,0,0,1,3,0,2,4,1,1,2,4,2,1,1,1,3,2,4,1,3
1.36E+05,0,0,1.98E+05,1,0,0,1,2,1,2,1,2,4,2,1,1,1,3,2,4,1,3
2144.7,2029.2,1281.7,1.74E+05,1,11,1,11,1,1,1,1,2,1,1,2,1,1,4,1,3,3,3
2858.3,6319.7,8092,1.98E+05,6,6,8,1,1,2,1,1,2,1,1,2,1,1,4,1,3,3,3
2052.9,68243,1754.9,68243,3,2,3,2,3,2,1,1,2,1,1,2,1,1,4,1,3,3,3
377.97,695.66,598.13,920.31,2,2,2,2,2,3,1,1,2,1,1,2,1,1,4,1,3,3,3
958.64,2623.8,349.19,1378.7,2,8,8,8,2,1,2,1,2,1,1,2,1,1,4,1,3,3,3
763.9,18184,13606,14877,4,5,6,5,3,1,2,1,2,1,1,2,1,1,4,1,3,3,3
1635.3,1404.2,1640.9,1204.2,14,13,15,10,1,1,1,1,3,1,1,2,1,1,4,1,3,3,3
2231,1.13E+05,2709,1595.5,17,17,8,8,1,2,1,1,3,1,1,2,1,1,4,1,3,3,3
2730.1,2914.5,2171.5,5948.6,12,6,3,3,2,2,1,1,3,1,1,2,1,1,4,1,3,3,3
1919.6,1734.4,1986.8,8978.7,15,20,20,23,3,2,1,1,3,1,1,2,1,1,4,1,3,3,3
642.26,1391.8,1268.1,959.53,4,6,5,1,2,3,1,1,3,1,1,2,1,1,4,1,3,3,3
2397.9,35474,1300.1,23141,1,5,1,2,1,4,1,1,3,1,1,2,1,1,4,1,3,3,3
2671.7,3063.2,2171.5,5948.6,4,1,1,1,2,4,1,1,3,1,1,2,1,1,4,1,3,3,3
3005.8,2246.9,1525.9,2865.8,3,2,4,3,3,4,1,1,3,1,1,2,1,1,4,1,3,3,3
420.65,957.19,835.81,866.94,24,31,29,22,1,1,2,1,3,1,1,2,1,1,4,1,3,3,3
1260.8,1128.3,389.23,17614,8,12,15,12,2,1,2,1,3,1,1,2,1,1,4,1,3,3,3
959.53,396.22,776.83,940.39,1,7,2,5,3,1,2,1,3,1,1,2,1,1,4,1,3,3,3
0,0,0,6638.4,0,0,0,1,1,1,1,1,2,1,1,2,1,1,3,2,4,1,3
0,0,5725.5,0,0,0,1,0,2,3,2,1,3,1,1,2,1,1,4,1,3,3,3
0,1410.7,0,8092,0,1,0,1,2,1,3,1,3,1,1,2,1,1,4,1,3,3,3
1278.9,2181.2,36048,2786.5,1,1,1,1,2,2,1,1,3,1,1,2,1,1,3,2,4,1,3
0,0,8092,0,0,0,1,0,3,2,1,1,3,1,1,2,1,1,3,2,4,1,3
935.02,0,9122.9,17508,24,0,21,24,2,3,1,1,3,1,1,2,1,1,3,2,4,1,3
4747.4,0,23499,30214,8,0,3,4,2,4,1,1,3,1,1,2,1,1,3,2,4,1,3
125.7,330.41,2786.5,1807.7,1,1,1,3,3,1,2,1,3,1,1,2,1,1,3,2,4,1,3
644.43,544.35,760.02,1412,5,5,5,5,3,2,2,1,3,1,1,2,1,1,3,2,4,1,3
1418.6,5332.6,2110.7,5147.3,13,9,13,13,2,3,2,1,3,1,1,2,1,1,3,2,4,1,3
0,0,959.53,2786.5,0,0,1,1,3,3,2,1,3,1,1,2,1,1,3,2,4,1,3
0,0,0,2782,0,0,0,1,1,1,1,1,2,2,1,2,1,1,3,2,4,1,3
0,0,18280,55835,0,0,2,2,1,2,1,1,2,2,1,2,1,1,3,2,4,1,3
1792,0,820.35,68243,3,0,3,3,2,2,1,1,2,2,1,2,1,1,3,2,4,1,3
959.53,89535,0,840.17,4,4,0,4,3,2,1,1,2,2,1,2,1,1,3,2,4,1,3
330.41,895.47,0,0,8,9,0,0,2,3,1,1,2,2,1,2,1,1,3,2,4,1,3
959.53,89535,0,840.17,2,2,0,2,3,4,1,1,2,2,1,2,1,1,3,2,4,1,3
916.65,2348.8,16615,2410.3,8,6,5,6,1,1,2,1,2,2,1,2,1,1,3,2,4,1,3
403.06,330.41,1339.3,4822.8,3,1,3,1,2,1,2,1,2,2,1,2,1,1,3,2,4,1,3
441.56,448.94,1766.3,8092,3,6,2,2,3,1,2,1,2,2,1,2,1,1,3,2,4,1,3
330.41,0,1452.6,23499,9,0,9,9,3,3,2,1,2,2,1,2,1,1,3,2,4,1,3
2406.5,0,0,0,3,0,0,0,2,4,1,1,2,3,1,2,1,1,3,2,4,1,3
2786.5,0,3052.4,0,1,0,6,0,3,3,2,1,2,3,1,2,1,1,3,2,4,1,3
9338.8,23499,18748,0,10,3,4,0,1,1,1,1,2,4,1,2,1,1,3,2,4,1,3
1.46E+05,1.90E+05,75945,0,3,3,3,0,2,2,1,1,2,4,1,2,1,1,3,2,4,1,3
18969,23499,17913,0,1,1,1,0,1,3,1,1,2,4,1,2,1,1,3,2,4,1,3
195.62,113.78,113.78,952.25,8,8,8,8,3,1,2,1,2,4,1,2,1,1,3,2,4,1,3
959.53,1632.7,1863.9,1073,3,3,3,3,1,2,1,1,1,1,2,2,1,1,4,1,3,3,3
1151.5,1754.4,1605.7,1681.4,18,18,18,18,3,2,1,1,1,1,2,2,1,1,4,1,3,3,3
1151.5,1754.4,1605.7,1681.4,1,1,1,1,3,4,1,1,1,1,2,2,1,1,4,1,3,3,3
336.28,854.34,330.41,993.13,5,17,7,15,1,1,2,1,1,1,2,2,1,1,4,1,3,3,3
2786.5,0,0,959.53,3,0,0,2,2,1,2,1,1,1,2,2,1,1,4,1,3,3,3
593.67,2714.9,997.86,7975.1,2,2,2,2,3,1,2,1,1,1,2,2,1,1,4,1,3,3,3
336.28,539.75,330.41,1407.7,1,1,1,1,1,3,2,1,1,1,2,2,1,1,4,1,3,3,3
0,895.61,330.41,561.91,0,2,1,2,1,1,3,1,1,1,2,2,1,1,4,1,3,3,3
1783.5,2699.4,4017.5,13795,1,1,1,1,2,2,1,1,3,1,2,2,1,1,3,2,4,1,3
330.41,959.53,847.76,382.21,1,1,1,1,2,4,1,1,3,1,2,2,1,1,3,2,4,1,3
2938.6,15609,2949.9,18311,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,2,4,1,3
963.04,848.61,1899.4,1446.6,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,2,4,1,3
5408.6,74012,16952,57864,4,4,4,4,2,3,1,1,1,2,2,2,1,1,3,2,4,1,3
10109,61605,41177,60110,16,11,18,13,2,4,1,1,1,2,2,2,1,1,3,2,4,1,3
196.46,2716.2,330.41,406.55,2,2,2,2,2,3,2,1,1,2,2,2,1,1,3,2,4,1,3
